Price,Min Nights,No of Reviews,Reviews Per Month,Calculated Host Listings,Availability,Neighbourhood Group Code,Room Type Code,Clusters,Cluster
59,1,99,4.27,2,41,1,2,0,rose
340,1,13,0.57,28,28,1,2,0,rose
1200,7,6,0.4,1,241,1,1,2,purple
300,8,3,0.14,1,0,1,1,0,rose
550,2,14,0.62,1,178,2,1,3,black
38,2,35,1.54,4,323,2,2,3,black
459,3,69,3.24,2,354,2,1,3,black
225,30,1,0.1,12,87,1,1,0,rose
195,3,10,0.46,12,0,3,1,0,rose
126,1,128,5.53,1,41,2,1,0,rose
235,3,14,0.88,1,171,2,1,3,black
114,30,8,0.38,124,240,1,1,3,black
33,90,0,0.0,394,0,2,2,0,rose
100,30,7,0.33,8,302,1,1,3,black
140,13,10,0.69,1,133,2,1,0,rose
45,30,0,0.0,31,0,3,2,0,rose
53,2,69,3.04,5,336,2,2,3,black
48,2,76,3.34,5,341,2,2,3,black
129,3,27,1.3,1,203,1,1,3,black
226,2,51,2.49,2,230,2,1,3,black
100,3,1,0.07,1,0,3,2,0,rose
130,30,0,0.0,1,0,1,1,0,rose
85,30,3,0.23,32,362,1,1,3,black
79,1,13,0.68,3,174,2,2,0,rose
80,1,52,2.54,1,0,2,2,0,rose
331,30,0,0.0,113,342,1,1,3,black
275,365,0,0.0,1,0,1,1,0,rose
49,2,4,0.18,1,0,3,2,0,rose
110,30,5,0.23,3,11,2,1,0,rose
55,1,156,7.19,2,51,3,2,0,rose
154,1,87,3.82,3,253,3,1,3,black
152,30,0,0.0,1,365,1,1,3,black
31,90,0,0.0,394,176,2,2,3,black
90,30,5,0.28,131,333,1,1,3,black
145,30,7,0.4,1,124,1,1,0,rose
35,90,1,0.09,394,218,2,2,3,black
185,30,0,0.0,1,261,1,1,3,black
138,90,6,0.28,27,196,1,1,3,black
224,30,80,3.59,1,275,2,1,3,black
156,1,57,3.8,2,303,2,1,3,black
100,3,7,0.31,1,0,1,2,0,rose
428,2,0,0.0,1,0,3,1,0,rose
100,3,4,0.66,2,333,3,2,3,black
120,1,0,0.0,1,0,2,2,0,rose
150,2,46,3.73,1,177,5,1,3,black
70,2,48,2.11,1,348,1,1,3,black
63,2,37,1.63,2,365,2,2,3,black
191,3,55,2.49,3,162,2,1,0,rose
145,90,5,0.23,27,265,1,1,3,black
160,3,3,0.15,1,0,2,1,0,rose
261,31,1,0.32,526,239,1,1,3,black
124,1,49,2.2,3,225,1,1,3,black
159,2,19,0.85,4,89,2,2,0,rose
166,2,117,5.43,3,37,2,1,0,rose
192,1,23,1.01,59,0,1,2,0,rose
192,1,16,0.7,59,63,1,2,0,rose
65,1,85,3.67,5,90,2,2,0,rose
750,1,4,0.19,51,0,1,2,2,purple
140,10,13,0.65,1,161,2,1,0,rose
115,35,1,0.07,1,0,1,1,0,rose
65,1,95,4.1,5,90,2,2,0,rose
275,30,5,0.25,3,285,4,1,3,black
65,1,114,4.96,5,86,2,2,0,rose
190,6,1,0.05,1,12,2,1,0,rose
500,1,21,1.23,1,0,2,1,0,rose
268,30,0,0.0,12,23,2,1,0,rose
50,90,0,0.0,1,0,2,1,0,rose
150,30,0,0.0,2,139,2,2,0,rose
89,2,9,0.4,1,0,1,2,0,rose
90,1,68,3.03,4,286,2,2,3,black
80,60,7,0.32,32,201,1,1,3,black
160,1,0,0.0,1,358,3,2,3,black
116,1,24,1.18,1,179,3,2,3,black
268,30,0,0.0,12,364,2,1,3,black
140,90,5,0.23,27,155,1,1,0,rose
305,1,1,0.05,1,0,3,1,0,rose
380,6,54,2.36,5,62,1,1,0,rose
175,2,62,2.74,3,344,2,1,3,black
209,3,78,3.41,3,139,2,1,0,rose
68,2,1,0.04,2,0,3,2,0,rose
66,4,5,0.3,4,365,3,2,3,black
162,30,8,0.41,1,177,2,1,3,black
65,1,28,1.24,2,154,3,2,0,rose
50,1,23,1.05,6,179,2,2,3,black
60,3,1,0.05,2,0,3,2,0,rose
220,7,6,0.28,2,0,2,1,0,rose
84,1,53,3.54,2,352,2,2,3,black
197,30,5,0.27,4,327,1,1,3,black
249,31,0,0.0,526,356,1,1,3,black
50,1,1,0.05,1,339,1,2,3,black
85,30,6,0.29,32,362,1,1,3,black
80,1,47,5.18,2,308,3,1,3,black
336,31,0,0.0,526,273,1,1,3,black
373,1,51,2.53,17,86,1,2,0,rose
149,2,76,3.38,1,54,2,1,0,rose
107,4,20,0.9,2,86,2,2,0,rose
38,30,2,0.1,23,204,2,2,3,black
160,3,40,1.9,2,179,2,2,3,black
59,1,38,1.74,1,159,3,2,0,rose
150,3,24,1.07,2,0,2,1,0,rose
368,2,17,0.99,1,170,1,1,3,black
32,90,0,0.0,394,5,2,2,0,rose
200,30,2,0.11,1,0,1,1,0,rose
268,30,0,0.0,113,359,1,1,3,black
329,3,16,0.7,1,2,2,1,0,rose
179,1,89,3.87,3,21,2,1,0,rose
359,1,40,1.76,5,338,3,1,3,black
75,2,41,1.82,5,364,2,2,3,black
259,30,0,0.0,1,249,2,1,3,black
55,30,10,0.44,8,259,3,2,3,black
160,30,98,4.36,1,45,2,1,0,rose
39,1,4,0.21,2,31,1,2,0,rose
371,1,19,0.86,17,95,1,2,0,rose
79,4,16,0.7,3,315,3,2,3,black
88,30,6,0.34,25,41,1,1,0,rose
225,5,56,2.63,1,106,2,1,0,rose
200,30,13,0.6,2,150,2,1,0,rose
125,3,25,1.11,1,46,4,1,0,rose
108,30,7,0.56,4,110,2,1,0,rose
700,1,1,0.04,2,0,2,1,0,rose
117,14,9,0.44,2,301,2,1,3,black
120,4,4,0.18,1,173,1,2,3,black
110,2,34,1.52,1,168,3,1,0,rose
196,1,3,0.14,59,63,1,2,0,rose
250,5,37,2.05,1,189,1,1,3,black
201,1,5,0.23,59,0,1,2,0,rose
40,30,0,0.0,394,157,2,2,3,black
85,5,29,1.27,1,0,1,2,0,rose
130,30,3,0.15,1,179,3,1,3,black
399,2,12,0.53,1,362,1,1,3,black
225,4,4,0.19,2,0,2,1,0,rose
115,30,3,0.21,159,309,1,1,3,black
133,30,4,0.38,159,272,1,1,3,black
200,30,10,0.49,1,173,2,1,3,black
154,30,4,0.2,29,12,1,1,0,rose
225,30,1,0.04,1,0,2,1,0,rose
289,4,6,0.3,1,0,2,1,0,rose
75,1,101,4.65,1,251,2,2,3,black
139,30,3,0.16,1,0,1,1,0,rose
192,1,10,0.47,59,0,1,2,0,rose
169,5,0,0.0,1,0,2,1,0,rose
70,2,43,4.11,3,255,3,2,3,black
365,2,55,2.44,1,19,1,1,0,rose
500,3,0,0.0,1,0,1,1,0,rose
144,1,48,2.16,4,353,4,1,3,black
88,1,106,6.63,1,16,1,2,0,rose
200,31,2,0.09,1,0,2,1,0,rose
201,1,17,0.76,59,0,1,2,0,rose
162,30,0,0.0,113,353,1,1,3,black
200,30,0,0.0,1,173,1,3,3,black
102,5,62,2.79,1,142,5,1,0,rose
144,30,3,0.16,3,365,3,1,3,black
140,1,2,0.13,51,6,1,2,0,rose
282,14,0,0.0,1,364,2,1,3,black
249,3,1,0.13,2,250,2,1,3,black
275,3,6,0.29,1,363,3,1,3,black
346,15,2,0.11,10,247,2,1,3,black
142,30,5,0.25,47,296,1,1,3,black
250,3,0,0.0,2,29,2,1,0,rose
197,2,0,0.0,1,0,1,2,0,rose
312,1,47,2.09,1,98,3,1,0,rose
150,3,3,0.14,1,0,1,1,0,rose
75,2,29,1.42,2,75,3,1,0,rose
244,4,30,1.36,1,3,2,1,0,rose
184,30,4,0.18,4,63,2,3,0,rose
99,1,33,1.58,1,360,3,2,3,black
380,1,8,0.48,1,180,4,1,3,black
260,30,1,0.11,10,90,1,1,0,rose
114,30,0,0.0,10,264,1,1,3,black
146,30,4,0.19,10,199,1,1,3,black
130,30,0,0.0,10,154,1,1,0,rose
100,30,1,0.05,1,90,2,2,0,rose
420,30,8,0.42,1,84,1,1,0,rose
176,30,0,0.0,10,39,1,1,0,rose
264,6,3,0.14,1,0,1,1,0,rose
115,4,0,0.0,1,0,3,1,0,rose
246,28,13,0.58,6,91,2,1,0,rose
85,30,6,0.28,32,296,1,1,3,black
43,14,7,0.35,4,0,4,2,0,rose
199,30,1,0.05,6,344,1,1,3,black
250,10,6,0.31,10,357,2,1,3,black
195,4,0,0.0,6,348,1,1,3,black
145,90,4,0.4,27,219,1,1,3,black
153,1,244,10.97,2,216,2,1,3,black
195,3,9,0.4,1,217,3,1,3,black
82,30,3,0.22,25,69,1,1,0,rose
33,90,0,0.0,394,233,2,2,3,black
91,30,0,0.0,12,37,2,2,0,rose
150,2,84,3.9,1,174,2,1,3,black
372,31,0,0.0,526,329,1,1,3,black
91,30,0,0.0,12,364,2,2,3,black
290,30,2,0.19,88,226,1,1,3,black
290,3,61,2.99,2,141,3,1,0,rose
100,30,1,0.05,1,0,2,1,0,rose
115,30,2,0.09,8,322,1,1,3,black
327,31,1,0.38,526,354,1,1,3,black
125,58,2,0.1,1,0,1,1,0,rose
175,30,0,0.0,1,0,1,1,0,rose
196,1,8,0.36,59,63,1,2,0,rose
398,31,0,0.0,526,268,1,1,3,black
124,30,4,0.27,29,336,1,1,3,black
335,31,0,0.0,526,72,1,1,0,rose
315,31,0,0.0,526,0,1,1,0,rose
409,31,0,0.0,526,338,1,1,3,black
290,31,0,0.0,526,338,1,1,3,black
70,30,62,2.92,1,0,3,1,0,rose
220,2,32,1.48,1,17,1,1,0,rose
245,1,985,45.53,8,358,1,2,3,black
150,30,0,0.0,3,270,1,1,3,black
254,1,30,1.47,8,358,1,2,3,black
269,1,7,0.33,8,341,1,2,3,black
315,30,4,0.19,88,240,1,1,3,black
85,3,7,0.33,1,0,2,1,0,rose
185,30,0,0.0,3,215,1,1,3,black
247,1,948,43.75,8,362,1,2,3,black
261,1,59,2.74,8,356,1,2,3,black
155,30,0,0.0,3,252,1,1,3,black
265,1,19,0.91,8,335,1,2,3,black
280,1,27,1.34,8,355,1,2,3,black
281,2,23,1.13,1,2,1,1,0,rose
375,5,11,0.53,2,40,1,1,0,rose
79,1,37,1.95,4,355,2,2,3,black
60,1,0,0.0,1,0,2,2,0,rose
196,1,5,0.22,59,0,1,2,0,rose
124,30,5,0.23,13,365,1,1,3,black
189,4,10,0.46,1,89,2,1,0,rose
140,30,0,0.0,8,365,1,1,3,black
110,30,3,0.18,2,221,4,1,3,black
150,4,27,1.46,2,365,2,1,3,black
47,2,104,4.76,3,58,2,2,0,rose
55,2,30,1.38,4,70,2,2,0,rose
55,2,89,3.99,3,73,2,2,0,rose
1000,5,40,2.37,1,90,2,1,2,purple
159,2,87,4.04,4,204,3,1,3,black
157,3,107,4.76,3,37,2,2,0,rose
85,30,0,0.0,1,0,1,2,0,rose
229,3,12,0.55,1,0,3,1,0,rose
189,5,19,1.03,4,0,1,2,0,rose
38,28,0,0.0,1,0,4,2,0,rose
149,5,29,1.37,2,80,2,2,0,rose
119,30,8,0.42,1,167,2,1,0,rose
40,1,2,0.18,1,124,4,2,0,rose
250,3,105,4.74,1,74,1,1,0,rose
129,3,2,0.34,1,179,3,2,3,black
166,3,0,0.0,1,358,3,2,3,black
141,2,82,3.74,4,94,1,1,0,rose
177,30,8,0.43,1,338,3,1,3,black
192,30,0,0.0,10,90,1,1,0,rose
91,3,7,0.32,1,0,1,2,0,rose
119,1,67,3.3,4,268,2,1,3,black
170,30,1,0.38,88,246,1,1,3,black
150,1,50,3.06,1,180,4,1,3,black
150,7,2,0.33,1,0,2,1,0,rose
600,31,0,0.0,1,358,1,1,3,black
90,2,39,1.9,2,160,1,2,0,rose
61,2,60,2.67,1,75,2,2,0,rose
165,2,65,2.92,3,331,3,1,3,black
200,30,8,0.36,16,239,1,1,3,black
124,30,7,0.33,29,244,1,1,3,black
45,1,41,1.84,4,222,3,2,3,black
125,5,2,0.71,1,356,2,1,3,black
219,4,32,1.89,1,69,2,1,0,rose
55,90,2,0.09,1,365,3,2,3,black
38,30,2,0.14,23,224,2,2,3,black
80,1,17,0.78,3,179,4,2,3,black
159,1,83,3.75,1,206,2,1,3,black
278,31,0,0.0,526,291,1,1,3,black
200,3,0,0.0,1,0,1,1,0,rose
160,30,2,0.11,1,134,1,1,0,rose
145,13,1,0.05,1,117,3,1,0,rose
120,3,0,0.0,1,0,3,2,0,rose
161,3,89,4.08,1,26,1,1,0,rose
160,5,2,0.09,1,0,2,1,0,rose
36,90,1,0.06,394,64,2,2,0,rose
60,1,0,0.0,1,0,1,2,0,rose
253,30,4,0.21,4,155,1,1,0,rose
34,6,1,0.09,5,0,1,3,0,rose
201,2,4,1.32,3,365,2,1,3,black
70,10,5,0.23,1,342,2,2,3,black
150,3,23,1.29,1,35,2,1,0,rose
300,6,5,0.23,1,0,2,1,0,rose
200,1,22,0.99,1,0,2,1,0,rose
296,2,61,3.57,1,88,2,1,0,rose
128,1,4,0.19,3,179,3,2,3,black
175,3,60,2.79,1,49,2,1,0,rose
39,1,89,3.99,3,206,2,2,3,black
501,2,0,0.0,1,365,1,1,3,black
3500,30,0,0.0,3,222,1,1,2,purple
130,30,1,0.05,1,0,2,1,0,rose
175,2,82,4.74,1,190,2,1,3,black
191,1,172,7.82,1,138,3,1,0,rose
329,1,0,0.0,1,178,3,1,3,black
76,1,63,2.93,1,29,2,2,0,rose
285,3,11,0.49,1,31,1,1,0,rose
90,1,42,1.97,1,90,3,2,0,rose
90,30,5,0.25,2,151,1,1,0,rose
300,20,2,0.1,7,180,1,1,3,black
299,10,2,0.1,10,353,2,1,3,black
400,2,0,0.0,1,0,3,1,0,rose
299,15,3,0.14,10,365,2,1,3,black
200,1,21,0.97,2,247,2,1,3,black
58,3,104,5.45,4,189,2,2,3,black
149,3,5,0.23,1,72,1,1,0,rose
145,2,21,0.97,1,0,2,1,0,rose
200,4,12,0.54,1,0,2,1,0,rose
929,2,0,0.0,7,89,1,1,2,purple
100,7,3,0.14,1,0,3,2,0,rose
61,2,31,1.43,8,6,1,2,0,rose
299,7,5,0.23,1,37,1,1,0,rose
299,2,0,0.0,7,89,1,1,0,rose
299,2,0,0.0,7,89,1,1,0,rose
103,2,69,3.19,1,139,2,2,0,rose
175,6,1,0.05,1,0,2,1,0,rose
280,31,1,0.06,526,333,1,1,3,black
327,31,0,0.0,526,349,1,1,3,black
299,30,0,0.0,113,359,1,1,3,black
239,1,32,1.48,6,196,1,2,3,black
225,1,39,1.88,4,0,2,1,0,rose
189,1,46,2.13,6,152,1,2,0,rose
217,1,16,0.81,18,106,1,2,0,rose
43,30,0,0.0,11,364,2,2,3,black
48,30,3,0.16,11,333,2,2,3,black
45,30,0,0.0,11,364,2,2,3,black
481,3,118,5.35,1,188,2,1,3,black
399,30,0,0.0,3,0,2,1,0,rose
239,1,8,0.39,6,72,1,2,0,rose
199,1,230,10.65,6,128,1,2,0,rose
208,1,8,0.37,6,65,1,2,0,rose
170,30,2,0.19,88,246,1,1,3,black
60,2,21,1.35,1,251,4,1,3,black
239,1,1,0.06,6,96,1,2,0,rose
165,7,29,1.38,1,28,2,1,0,rose
68,1,6,0.28,2,95,3,2,0,rose
189,6,2,0.1,1,0,2,1,0,rose
57,30,10,0.47,5,155,1,2,0,rose
106,1,0,0.0,1,0,1,1,0,rose
68,3,28,1.27,3,0,2,2,0,rose
150,3,9,0.4,1,0,2,1,0,rose
120,29,12,0.72,8,365,3,1,3,black
190,4,15,0.78,1,313,2,1,3,black
310,31,1,0.13,526,155,1,1,3,black
313,31,0,0.0,526,359,1,1,3,black
42,30,1,0.05,8,364,2,2,3,black
60,7,0,0.0,3,0,3,2,0,rose
200,1,1,0.05,1,0,1,2,0,rose
139,30,4,0.21,15,87,1,1,0,rose
255,30,0,0.0,88,122,1,1,0,rose
48,1,17,1.04,3,279,4,2,3,black
50,30,1,0.05,1,0,3,2,0,rose
100,1,28,1.29,192,14,3,1,0,rose
125,30,6,0.3,1,40,2,1,0,rose
212,7,1,0.12,1,0,2,1,0,rose
117,6,28,1.52,1,13,3,1,0,rose
300,2,46,2.09,1,365,2,1,3,black
34,90,1,0.05,394,186,2,2,3,black
188,1,1,0.06,59,0,1,2,0,rose
295,3,9,0.45,1,7,2,1,0,rose
79,2,12,0.58,2,180,2,2,3,black
53,7,24,1.11,2,0,2,2,0,rose
499,2,0,0.0,7,90,1,1,0,rose
2899,1,72,3.74,1,76,1,1,2,purple
299,2,0,0.0,7,89,1,1,0,rose
567,2,1,0.08,7,84,1,1,0,rose
863,1,12,0.62,3,252,1,1,2,purple
200,30,0,0.0,2,245,1,1,3,black
225,31,0,0.0,526,362,1,1,3,black
190,30,7,0.37,6,285,1,1,3,black
197,30,7,0.5,4,290,1,1,3,black
100,30,3,0.14,131,335,1,1,3,black
129,30,2,0.11,47,365,1,1,3,black
106,4,28,1.31,1,115,1,1,0,rose
82,30,5,0.26,25,263,1,1,3,black
613,3,75,3.85,2,147,1,1,3,black
112,30,0,0.0,222,320,1,1,3,black
100,30,0,0.0,1,0,1,2,0,rose
616,1,23,1.07,1,152,1,1,3,black
130,2,17,0.82,1,114,2,1,0,rose
162,3,55,3.31,1,170,3,1,3,black
70,30,54,2.49,2,141,1,1,0,rose
137,3,12,0.56,1,19,2,1,0,rose
474,31,0,0.0,526,0,1,1,0,rose
180,30,28,1.34,1,148,2,1,0,rose
109,1,126,5.73,3,243,1,2,3,black
128,6,4,0.22,2,61,2,2,0,rose
57,30,3,0.15,5,247,1,2,3,black
128,1,12,0.62,3,364,3,2,3,black
85,1,71,3.21,2,361,2,2,3,black
321,3,35,3.09,1,103,2,1,0,rose
49,30,1,1.0,7,186,2,2,3,black
102,1,88,4.0,3,177,5,2,3,black
465,50,3,0.15,2,63,2,1,0,rose
155,90,4,0.21,27,0,1,1,0,rose
90,1,54,2.71,1,172,3,1,0,rose
80,30,0,0.0,32,333,1,1,3,black
98,30,0,0.0,12,364,2,2,3,black
90,3,5,1.15,2,61,3,2,0,rose
53,30,0,0.0,7,261,2,2,3,black
349,2,96,4.44,1,209,2,1,3,black
93,30,3,0.15,12,332,2,2,3,black
91,30,1,0.05,12,61,2,2,0,rose
239,2,23,1.06,5,52,1,1,0,rose
188,1,2,0.11,59,0,1,2,0,rose
43,30,0,0.0,7,337,2,2,3,black
250,5,3,0.4,1,30,2,1,0,rose
92,30,0,0.0,12,25,2,2,0,rose
250,2,1,0.16,1,0,2,1,0,rose
92,30,0,0.0,12,40,2,2,0,rose
92,30,1,0.05,12,40,2,2,0,rose
92,30,0,0.0,12,1,2,2,0,rose
92,30,0,0.0,12,307,2,2,3,black
183,30,3,0.18,47,296,1,1,3,black
45,14,4,0.21,3,0,3,2,0,rose
300,7,6,0.27,1,0,2,1,0,rose
50,25,2,0.09,3,0,3,2,0,rose
80,3,8,0.39,3,0,2,2,0,rose
98,3,29,1.41,2,69,2,2,0,rose
60,1,0,0.0,2,0,2,2,0,rose
192,1,7,0.32,59,0,1,2,0,rose
100,5,12,0.8,1,0,2,1,0,rose
315,3,63,3.04,2,146,3,1,0,rose
41,90,0,0.0,394,114,2,2,0,rose
145,2,59,2.68,1,146,2,2,0,rose
85,30,3,0.2,32,325,1,1,3,black
295,30,0,0.0,1,0,1,1,0,rose
70,1,40,1.85,2,257,2,2,3,black
250,7,2,0.11,1,0,1,1,0,rose
147,5,1,0.22,1,81,2,1,0,rose
105,3,33,1.55,1,0,2,2,0,rose
169,5,1,0.05,1,0,2,1,0,rose
247,2,33,1.61,1,4,1,1,0,rose
126,5,18,1.26,3,5,1,2,0,rose
62,1,156,7.08,3,79,3,2,0,rose
75,3,1,0.05,1,0,1,2,0,rose
203,4,80,3.68,4,134,1,1,0,rose
75,5,27,1.24,1,364,2,2,3,black
399,2,15,0.69,1,274,1,1,3,black
221,5,84,3.86,4,89,1,1,0,rose
61,30,6,0.44,5,246,1,2,3,black
1100,1,0,0.0,1,365,2,1,2,purple
679,2,39,1.79,19,180,1,1,3,black
110,2,115,5.37,1,319,2,1,3,black
95,30,1,0.09,32,211,1,1,3,black
69,200,0,0.0,1,0,2,1,0,rose
302,5,61,2.9,1,365,2,1,3,black
359,30,0,0.0,113,348,1,1,3,black
300,30,4,0.2,1,284,2,1,3,black
184,30,0,0.0,113,218,1,1,3,black
332,30,0,0.0,113,248,1,1,3,black
316,30,0,0.0,113,315,1,1,3,black
165,3,20,0.95,9,90,1,1,0,rose
366,31,0,0.0,526,214,1,1,3,black
77,3,47,2.26,1,35,1,1,0,rose
340,1,42,1.94,2,5,2,1,0,rose
284,2,79,3.63,1,347,2,1,3,black
79,3,25,1.19,4,6,4,2,0,rose
182,2,14,0.66,1,176,4,1,3,black
636,2,37,1.68,19,180,1,1,3,black
94,30,1,0.14,7,157,2,1,0,rose
100,30,5,0.25,131,257,1,1,3,black
90,30,1,0.32,1,110,2,1,0,rose
79,3,29,1.35,4,7,4,2,0,rose
170,4,29,1.35,1,337,3,1,3,black
68,30,3,0.25,23,179,1,2,3,black
234,30,0,0.0,113,240,1,1,3,black
90,30,7,0.34,32,337,1,1,3,black
98,1,66,3.0,3,178,5,2,3,black
55,2,34,1.58,3,81,4,2,0,rose
120,30,6,0.31,4,0,1,1,0,rose
65,30,0,0.0,23,91,1,2,0,rose
260,4,1,0.06,1,77,3,1,0,rose
200,30,0,0.0,10,328,1,1,3,black
69,1,11,0.53,4,0,4,2,0,rose
155,3,3,0.14,1,0,2,1,0,rose
150,90,0,0.0,1,263,2,1,3,black
190,28,10,0.51,1,0,2,1,0,rose
30,1,32,1.51,11,362,3,3,3,black
125,2,14,0.65,1,0,2,1,0,rose
150,9,6,0.28,3,0,1,2,0,rose
222,7,3,0.17,1,0,2,1,0,rose
85,3,107,4.89,3,120,1,2,0,rose
100,6,2,0.1,2,0,2,2,0,rose
100,1,142,6.51,4,362,3,2,3,black
80,2,33,1.53,1,357,3,2,3,black
200,2,2,0.09,1,0,2,1,0,rose
150,3,0,0.0,1,60,5,1,0,rose
160,30,9,0.44,3,365,2,1,3,black
240,30,4,0.2,1,292,2,1,3,black
160,14,1,0.07,1,0,1,1,0,rose
118,2,59,2.74,1,291,1,1,3,black
190,1,33,1.64,2,64,2,1,0,rose
186,2,12,0.7,11,365,4,1,3,black
180,50,0,0.0,1,90,2,1,0,rose
180,4,36,1.8,1,336,3,1,3,black
675,30,0,0.0,1,364,1,1,3,black
210,4,0,0.0,4,364,3,1,3,black
70,1,22,1.06,2,309,2,2,3,black
192,1,1,0.05,59,0,1,2,0,rose
750,1,0,0.0,1,0,3,2,2,purple
192,1,7,0.32,59,0,1,2,0,rose
205,30,4,0.2,1,203,1,1,3,black
116,2,35,1.66,2,90,1,2,0,rose
234,6,48,2.17,1,77,1,1,0,rose
165,2,11,0.51,1,0,1,1,0,rose
200,30,3,0.16,1,151,1,1,0,rose
150,3,6,0.28,1,179,2,1,3,black
120,1,0,0.0,1,0,1,2,0,rose
85,1,102,4.74,1,47,3,1,0,rose
33,1,41,1.9,13,339,3,3,3,black
75,30,30,1.41,28,218,1,2,3,black
36,1,4,0.21,3,0,3,2,0,rose
95,30,4,0.2,9,0,2,2,0,rose
171,1,56,2.65,53,216,1,2,3,black
80,90,10,0.54,9,0,2,2,0,rose
601,2,48,2.21,2,300,1,1,3,black
105,5,94,4.35,2,334,3,2,3,black
80,3,36,1.67,5,179,5,2,3,black
191,1,110,5.77,1,270,2,1,3,black
100,3,0,0.0,1,146,4,1,0,rose
35,1,1,0.05,178,0,3,2,0,rose
160,30,2,0.39,1,300,2,1,3,black
169,1,65,3.11,2,0,2,1,0,rose
95,30,6,0.3,1,123,2,1,0,rose
50,30,0,0.0,1,0,2,2,0,rose
180,5,22,1.36,1,119,2,1,0,rose
180,1,206,10.1,1,54,2,1,0,rose
185,30,0,0.0,1,358,2,1,3,black
320,2,23,1.07,5,180,2,1,3,black
240,3,29,1.34,1,0,2,1,0,rose
78,30,6,0.3,2,113,3,1,0,rose
600,2,0,0.0,1,0,1,1,0,rose
192,1,22,1.03,59,64,1,2,0,rose
196,1,2,0.09,59,0,1,2,0,rose
196,1,1,0.05,59,0,1,2,0,rose
93,1,67,3.07,1,337,3,1,3,black
450,1,0,0.0,5,0,1,2,0,rose
196,1,1,0.05,59,63,1,2,0,rose
62,1,58,2.69,4,21,1,2,0,rose
196,1,4,0.19,59,0,1,2,0,rose
159,30,7,0.52,5,292,1,1,3,black
170,30,0,0.0,1,62,1,1,0,rose
195,30,1,0.11,1,243,2,1,3,black
192,1,9,0.41,59,0,1,2,0,rose
186,2,36,1.8,1,0,3,1,0,rose
350,30,2,0.11,1,362,1,1,3,black
158,3,0,0.0,1,0,2,2,0,rose
90,3,3,0.15,1,248,3,2,3,black
99,30,10,0.48,2,123,1,1,0,rose
445,4,11,0.54,1,0,1,1,0,rose
201,4,28,1.44,4,107,3,1,0,rose
70,1,2,0.09,1,0,3,2,0,rose
228,1,16,1.02,4,284,4,1,3,black
178,1,6,0.3,59,0,1,2,0,rose
178,1,7,0.36,59,0,1,2,0,rose
240,30,1,0.05,1,62,2,1,0,rose
175,1,51,2.43,3,363,2,2,3,black
100,2,13,0.61,2,10,2,1,0,rose
115,30,1,0.05,1,0,3,2,0,rose
253,31,0,0.0,526,226,1,1,3,black
90,1,7,0.79,2,90,3,2,0,rose
413,30,17,0.78,21,248,2,1,3,black
257,3,0,0.0,2,0,1,2,0,rose
178,1,25,1.16,59,0,1,2,0,rose
650,1,0,0.0,3,365,2,1,3,black
120,1,67,3.18,2,64,2,1,0,rose
140,2,0,0.0,1,15,1,1,0,rose
178,1,0,0.0,59,0,1,2,0,rose
118,5,22,1.72,2,3,5,1,0,rose
120,1,0,0.0,1,0,4,2,0,rose
184,1,2,0.1,59,0,1,2,0,rose
86,4,20,1.1,3,30,2,2,0,rose
107,6,6,0.3,1,88,5,2,0,rose
75,1,39,1.81,11,323,3,2,3,black
140,30,5,0.27,2,334,3,1,3,black
80,5,12,0.59,11,365,3,2,3,black
166,15,2,0.1,1,0,2,1,0,rose
134,3,19,0.9,3,331,3,1,3,black
156,1,113,5.31,1,72,2,1,0,rose
95,2,43,2.21,1,312,2,2,3,black
67,1,81,3.86,3,365,2,2,3,black
65,28,14,0.8,2,97,4,1,0,rose
190,30,3,0.16,47,365,1,1,3,black
359,30,0,0.0,113,311,1,1,3,black
99,2,26,1.23,1,90,2,2,0,rose
215,30,1,0.31,1,179,3,1,3,black
79,30,33,1.55,1,109,2,1,0,rose
90,30,0,0.0,1,0,2,2,0,rose
30,1,31,1.48,13,365,3,3,3,black
120,30,3,0.15,4,56,2,1,0,rose
50,30,7,0.38,5,216,1,2,3,black
250,30,1,0.05,3,83,2,1,0,rose
115,30,7,0.56,2,114,2,1,0,rose
300,2,0,0.0,1,0,1,2,0,rose
399,1,62,4.37,4,284,4,1,3,black
206,1,116,5.45,7,45,1,1,0,rose
150,30,7,0.45,1,227,1,1,3,black
80,3,14,0.71,1,0,2,2,0,rose
103,265,3,0.16,19,187,1,1,3,black
159,30,6,0.39,124,340,1,1,3,black
134,1,61,3.16,1,13,1,1,0,rose
83,2,76,3.53,1,48,1,2,0,rose
99,28,7,0.32,2,13,1,2,0,rose
279,6,5,0.26,1,0,2,1,0,rose
857,4,47,2.3,1,214,1,1,2,purple
135,90,4,0.2,27,76,1,1,0,rose
249,4,0,0.0,1,0,2,2,0,rose
371,30,1,0.05,113,205,1,1,3,black
175,180,2,0.09,1,90,1,1,0,rose
116,30,1,0.15,6,365,3,1,3,black
200,30,1,0.12,1,362,1,1,3,black
800,3,8,0.55,1,89,1,1,2,purple
265,1,41,2.04,5,88,4,1,0,rose
115,1,0,0.0,5,90,4,2,0,rose
110,60,2,0.1,2,291,1,1,3,black
170,30,0,0.0,47,365,1,1,3,black
196,28,1,0.07,1,0,2,1,0,rose
115,2,32,1.76,1,67,3,1,0,rose
9994,1,10,0.49,1,365,4,2,1,pink
